0,64,0.030336
0,128,0.025984
0,256,0.02896
1,64,0.031776
1,128,0.027616
1,256,0.036192
2,64,0.030112
2,128,0.03184
2,256,0.028064
3,64,0.031584
3,128,0.027584
3,256,0.0296
4,64,0.030272
4,128,0.031456
4,256,0.04352
5,64,0.026496
5,128,0.02848
5,256,0.02992
6,64,0.028288
6,128,0.03328
6,256,0.0344
7,64,0.025056
7,128,0.0296
7,256,0.037408
8,64,0.028448
8,128,0.031904
8,256,0.029152
9,64,0.035936
9,128,0.029728
9,256,0.027488
10,64,0.03296
10,128,0.025792
10,256,0.0312
11,64,0.03104
11,128,0.031168
11,256,0.03488
12,64,0.033088
12,128,0.040224
12,256,0.032768
13,64,0.050048
13,128,0.052384
13,256,0.056128
14,64,0.074944
14,128,0.072384
14,256,0.076928
15,64,0.131936
15,128,0.127232
15,256,0.13984
16,64,0.231744
16,128,0.244832
16,256,0.250272
17,64,0.480256
17,128,0.464352
17,256,0.489088
18,64,0.815584
18,128,0.81296
18,256,0.803552
19,64,1.75069
19,128,1.60013
19,256,1.82634
20,64,3.5263
20,128,3.55104
20,256,3.44221
21,64,6.68774
21,128,6.67939
21,256,6.65008
22,64,13.078
22,128,13.5617
22,256,13.5772
23,64,26.3349
23,128,26.4682
23,256,24.4154
24,64,53.2092
24,128,52.9919
24,256,53.4277
25,64,104.675
25,128,98.7421
25,256,95.9687
26,64,191.841
26,128,219.493
26,256,191.719
27,64,398.089
27,128,394.112
27,256,388.136
28,64,751.219
28,128,750.976
28,256,754.95
